"group","reference","band","band_label","dist_min_m","dist_max_m","category_label","n_cells","area_ha","n_scanned_in_band","pct_of_scanned_in_band"
"lnth","edge_nonwater",4,"30-50",30,50,"break_sustained",2986,29.86,106966,2.79
"lnth","edge_nonwater",4,"30-50",30,50,"stable",73264,732.64,106966,68.49
"lnth","edge_nonwater",4,"30-50",30,50,"stable_flicker",17916,179.16,106966,16.75
"lnth","edge_nonwater",4,"30-50",30,50,"unsettled",7878,78.78,106966,7.36
"lnth","edge_nonwater",5,"50-100",50,100,"break_endpoint",7436,74.36,215096,3.46
"lnth","edge_nonwater",5,"50-100",50,100,"break_sustained",4933,49.33,215096,2.29
"lnth","edge_nonwater",5,"50-100",50,100,"stable",168485,1684.85,215096,78.33
"lnth","edge_nonwater",5,"50-100",50,100,"stable_flicker",25215,252.15,215096,11.72
"lnth","edge_nonwater",5,"50-100",50,100,"unsettled",9027,90.27,215096,4.2
"lnth","edge_nonwater",6,"100-200",100,200,"break_endpoint",7024,70.24,308143,2.28
"lnth","edge_nonwater",6,"100-200",100,200,"break_sustained",6409,64.09,308143,2.08
"lnth","edge_nonwater",6,"100-200",100,200,"stable",264681,2646.81,308143,85.9
"lnth","edge_nonwater",6,"100-200",100,200,"stable_flicker",23622,236.22,308143,7.67
"lnth","edge_nonwater",6,"100-200",100,200,"unsettled",6407,64.07,308143,2.08
"lnth","edge_nonwater",7,"200-500",200,500,"break_endpoint",4673,46.73,321305,1.45
"lnth","edge_nonwater",7,"200-500",200,500,"break_sustained",5282,52.82,321305,1.64
"lnth","edge_nonwater",7,"200-500",200,500,"stable",291141,2911.41,321305,90.61
"lnth","edge_nonwater",7,"200-500",200,500,"stable_flicker",15565,155.65,321305,4.84
"lnth","edge_nonwater",7,"200-500",200,500,"unsettled",4644,46.44,321305,1.45
"lnth","edge_nonwater",8,">500",500,Inf,"break_endpoint",2290,22.9,377251,0.61
"lnth","edge_nonwater",8,">500",500,Inf,"break_sustained",1277,12.77,377251,0.34
"lnth","edge_nonwater",8,">500",500,Inf,"stable",369414,3694.14,377251,97.92
"lnth","edge_nonwater",8,">500",500,Inf,"stable_flicker",3261,32.61,377251,0.86
"lnth","edge_nonwater",8,">500",500,Inf,"unsettled",1009,10.09,377251,0.27
"kotl","water_core",1,"core",0,0,"stable",4648014,46480.14,4648014,100
"kotl","water_core",2,"0-10",0,10,"break_endpoint",16088,160.88,49054,32.8
"kotl","water_core",2,"0-10",0,10,"break_sustained",3941,39.41,49054,8.03
"kotl","water_core",2,"0-10",0,10,"stable",1906,19.06,49054,3.89
"kotl","water_core",2,"0-10",0,10,"stable_flicker",16004,160.04,49054,32.63
"kotl","water_core",2,"0-10",0,10,"unsettled",11115,111.15,49054,22.66
"kotl","water_core",3,"10-30",10,30,"break_endpoint",11731,117.31,82657,14.19
"kotl","water_core",3,"10-30",10,30,"break_sustained",3978,39.78,82657,4.81
"kotl","water_core",3,"10-30",10,30,"stable",36806,368.06,82657,44.53
"kotl","water_core",3,"10-30",10,30,"stable_flicker",15918,159.18,82657,19.26
"kotl","water_core",3,"10-30",10,30,"unsettled",14224,142.24,82657,17.21
"kotl","water_core",4,"30-50",30,50,"break_endpoint",4653,46.53,71559,6.5
"kotl","water_core",4,"30-50",30,50,"break_sustained",2671,26.71,71559,3.73
"kotl","water_core",4,"30-50",30,50,"stable",44631,446.31,71559,62.37
"kotl","water_core",4,"30-50",30,50,"stable_flicker",11653,116.53,71559,16.28
"kotl","water_core",4,"30-50",30,50,"unsettled",7951,79.51,71559,11.11
"kotl","water_core",5,"50-100",50,100,"break_endpoint",8413,84.13,146019,5.76
"kotl","water_core",5,"50-100",50,100,"break_sustained",6266,62.66,146019,4.29
"kotl","water_core",5,"50-100",50,100,"stable",96388,963.88,146019,66.01
"kotl","water_core",5,"50-100",50,100,"stable_flicker",20986,209.86,146019,14.37
"kotl","water_core",5,"50-100",50,100,"unsettled",13966,139.66,146019,9.56
"kotl","water_core",6,"100-200",100,200,"break_endpoint",13980,139.8,244115,5.73
"kotl","water_core",6,"100-200",100,200,"break_sustained",12040,120.4,244115,4.93
"kotl","water_core",6,"100-200",100,200,"stable",164992,1649.92,244115,67.59
"kotl","water_core",6,"100-200",100,200,"stable_flicker",32615,326.15,244115,13.36
"kotl","water_core",6,"100-200",100,200,"unsettled",20488,204.88,244115,8.39
"kotl","water_core",7,"200-500",200,500,"break_endpoint",23425,234.25,503213,4.66
"kotl","water_core",7,"200-500",200,500,"break_sustained",23191,231.91,503213,4.61
"kotl","water_core",7,"200-500",200,500,"stable",369457,3694.57,503213,73.42
"kotl","water_core",7,"200-500",200,500,"stable_flicker",55351,553.51,503213,11
"kotl","water_core",7,"200-500",200,500,"unsettled",31789,317.89,503213,6.32
"kotl","water_core",8,">500",500,Inf,"break_endpoint",38709,387.09,1193129,3.24
"kotl","water_core",8,">500",500,Inf,"break_sustained",35133,351.33,1193129,2.94
"kotl","water_core",8,">500",500,Inf,"stable",998242,9982.42,1193129,83.67
"kotl","water_core",8,">500",500,Inf,"stable_flicker",71021,710.21,1193129,5.95
"kotl","water_core",8,">500",500,Inf,"unsettled",50024,500.24,1193129,4.19
"kotl","water_2017",1,"core",0,0,"break_endpoint",15627,156.27,4711371,0.33
"kotl","water_2017",1,"core",0,0,"break_sustained",10352,103.52,4711371,0.22
"kotl","water_2017",1,"core",0,0,"stable",4648014,46480.14,4711371,98.66
"kotl","water_2017",1,"core",0,0,"stable_flicker",23678,236.78,4711371,0.5
"kotl","water_2017",1,"core",0,0,"unsettled",13700,137,4711371,0.29
"kotl","water_2017",2,"0-10",0,10,"break_endpoint",8851,88.51,47794,18.52
"kotl","water_2017",2,"0-10",0,10,"break_sustained",3009,30.09,47794,6.3
"kotl","water_2017",2,"0-10",0,10,"stable",10551,105.51,47794,22.08
"kotl","water_2017",2,"0-10",0,10,"stable_flicker",11126,111.26,47794,23.28
"kotl","water_2017",2,"0-10",0,10,"unsettled",14257,142.57,47794,29.83
"kotl","water_2017",3,"10-30",10,30,"break_endpoint",8707,87.07,84421,10.31
"kotl","water_2017",3,"10-30",10,30,"break_sustained",2308,23.08,84421,2.73
"kotl","water_2017",3,"10-30",10,30,"stable",48099,480.99,84421,56.98
"kotl","water_2017",3,"10-30",10,30,"stable_flicker",13446,134.46,84421,15.93
"kotl","water_2017",3,"10-30",10,30,"unsettled",11861,118.61,84421,14.05
"kotl","water_2017",4,"30-50",30,50,"break_endpoint",4634,46.34,75425,6.14
"kotl","water_2017",4,"30-50",30,50,"break_sustained",2315,23.15,75425,3.07
"kotl","water_2017",4,"30-50",30,50,"stable",49642,496.42,75425,65.82
"kotl","water_2017",4,"30-50",30,50,"stable_flicker",11208,112.08,75425,14.86
"kotl","water_2017",4,"30-50",30,50,"unsettled",7626,76.26,75425,10.11
"kotl","water_2017",5,"50-100",50,100,"break_endpoint",9025,90.25,156515,5.77
"kotl","water_2017",5,"50-100",50,100,"break_sustained",5479,54.79,156515,3.5
"kotl","water_2017",5,"50-100",50,100,"stable",106757,1067.57,156515,68.21
"kotl","water_2017",5,"50-100",50,100,"stable_flicker",21910,219.1,156515,14
"kotl","water_2017",5,"50-100",50,100,"unsettled",13344,133.44,156515,8.53
"kotl","water_2017",6,"100-200",100,200,"break_endpoint",14001,140.01,261532,5.35
"kotl","water_2017",6,"100-200",100,200,"break_sustained",11560,115.6,261532,4.42
"kotl","water_2017",6,"100-200",100,200,"stable",183783,1837.83,261532,70.27
"kotl","water_2017",6,"100-200",100,200,"stable_flicker",32649,326.49,261532,12.48
"kotl","water_2017",6,"100-200",100,200,"unsettled",19539,195.39,261532,7.47
"kotl","water_2017",7,"200-500",200,500,"break_endpoint",26671,266.71,548912,4.86
"kotl","water_2017",7,"200-500",200,500,"break_sustained",23187,231.87,548912,4.22
"kotl","water_2017",7,"200-500",200,500,"stable",404258,4042.58,548912,73.65
"kotl","water_2017",7,"200-500",200,500,"stable_flicker",59475,594.75,548912,10.84
"kotl","water_2017",7,"200-500",200,500,"unsettled",35321,353.21,548912,6.43
"kotl","water_2017",8,">500",500,Inf,"break_endpoint",29483,294.83,1051790,2.8
"kotl","water_2017",8,">500",500,Inf,"break_sustained",29010,290.1,1051790,2.76
"kotl","water_2017",8,">500",500,Inf,"stable",909332,9093.32,1051790,86.46
"kotl","water_2017",8,">500",500,Inf,"stable_flicker",50056,500.56,1051790,4.76
"kotl","water_2017",8,">500",500,Inf,"unsettled",33909,339.09,1051790,3.22
"kotl","edge_nonwater",1,"core",0,0,"break_endpoint",24313,243.13,147942,16.43
"kotl","edge_nonwater",1,"core",0,0,"break_sustained",12071,120.71,147942,8.16
"kotl","edge_nonwater",1,"core",0,0,"stable",42575,425.75,147942,28.78
"kotl","edge_nonwater",1,"core",0,0,"stable_flicker",35651,356.51,147942,24.1
"kotl","edge_nonwater",1,"core",0,0,"unsettled",33332,333.32,147942,22.53
"kotl","edge_nonwater",2,"0-10",0,10,"break_endpoint",12031,120.31,99225,12.12
"kotl","edge_nonwater",2,"0-10",0,10,"break_sustained",6419,64.19,99225,6.47
"kotl","edge_nonwater",2,"0-10",0,10,"stable",43966,439.66,99225,44.31
"kotl","edge_nonwater",2,"0-10",0,10,"stable_flicker",19012,190.12,99225,19.16
"kotl","edge_nonwater",2,"0-10",0,10,"unsettled",17797,177.97,99225,17.94
"kotl","edge_nonwater",3,"10-30",10,30,"break_endpoint",16667,166.67,187982,8.87
"kotl","edge_nonwater",3,"10-30",10,30,"break_sustained",10047,100.47,187982,5.34
"kotl","edge_nonwater",3,"10-30",10,30,"stable",106768,1067.68,187982,56.8
"kotl","edge_nonwater",3,"10-30",10,30,"stable_flicker",29518,295.18,187982,15.7
"kotl","edge_nonwater",3,"10-30",10,30,"unsettled",24982,249.82,187982,13.29
"kotl","edge_nonwater",4,"30-50",30,50,"break_endpoint",11235,112.35,177153,6.34
"kotl","edge_nonwater",4,"30-50",30,50,"break_sustained",7872,78.72,177153,4.44
"kotl","edge_nonwater",4,"30-50",30,50,"stable",121793,1217.93,177153,68.75
"kotl","edge_nonwater",4,"30-50",30,50,"stable_flicker",21179,211.79,177153,11.96
"kotl","edge_nonwater",4,"30-50",30,50,"unsettled",15074,150.74,177153,8.51
"kotl","edge_nonwater",5,"50-100",50,100,"break_endpoint",15937,159.37,355217,4.49
"kotl","edge_nonwater",5,"50-100",50,100,"break_sustained",13460,134.6,355217,3.79
"kotl","edge_nonwater",5,"50-100",50,100,"stable",274687,2746.87,355217,77.33
"kotl","edge_nonwater",5,"50-100",50,100,"stable_flicker",32092,320.92,355217,9.03
"kotl","edge_nonwater",5,"50-100",50,100,"unsettled",19041,190.41,355217,5.36
"kotl","edge_nonwater",6,"100-200",100,200,"break_endpoint",14467,144.67,525802,2.75
"kotl","edge_nonwater",6,"100-200",100,200,"break_sustained",16909,169.09,525802,3.22
"kotl","edge_nonwater",6,"100-200",100,200,"stable",441755,4417.55,525802,84.02
"kotl","edge_nonwater",6,"100-200",100,200,"stable_flicker",33776,337.76,525802,6.42
"kotl","edge_nonwater",6,"100-200",100,200,"unsettled",18895,188.95,525802,3.59
"kotl","edge_nonwater",7,"200-500",200,500,"break_endpoint",14798,147.98,975662,1.52
"kotl","edge_nonwater",7,"200-500",200,500,"break_sustained",16190,161.9,975662,1.66
"kotl","edge_nonwater",7,"200-500",200,500,"stable",887834,8878.34,975662,91
"kotl","edge_nonwater",7,"200-500",200,500,"stable_flicker",40151,401.51,975662,4.12
"kotl","edge_nonwater",7,"200-500",200,500,"unsettled",16689,166.89,975662,1.71
"kotl","edge_nonwater",8,">500",500,Inf,"break_endpoint",7551,75.51,4468777,0.17
"kotl","edge_nonwater",8,">500",500,Inf,"break_sustained",4252,42.52,4468777,0.1
"kotl","edge_nonwater",8,">500",500,Inf,"stable",4441058,44410.58,4468777,99.38
"kotl","edge_nonwater",8,">500",500,Inf,"stable_flicker",12169,121.69,4468777,0.27
"kotl","edge_nonwater",8,">500",500,Inf,"unsettled",3747,37.47,4468777,0.08
